@relation 'Speed Dating Data_10-27_updatedfromfieldV1-weka.filters.unsupervised.attribute.NumericToNominal-R1,2,3,6,8,24,27,30,31,32,69-weka.filters.unsupervised.attribute.NumericToNominal-R29-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1'

@attribute gender {0,1}
@attribute condtn {1,2}
@attribute wave {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21}
@attribute round numeric
@attribute position numeric
@attribute order {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22}
@attribute int_corr numeric
@attribute samerace {0,1}
@attribute age_o numeric
@attribute race_o numeric
@attribute pf_o_att numeric
@attribute pf_o_sin numeric
@attribute pf_o_int numeric
@attribute pf_o_fun numeric
@attribute pf_o_amb numeric
@attribute pf_o_sha numeric
@attribute attr_o numeric
@attribute sinc_o numeric
@attribute intel_o numeric
@attribute fun_o numeric
@attribute amb_o numeric
@attribute shar_o numeric
@attribute age numeric
@attribute race {1,2,3,4,6}
@attribute imprace numeric
@attribute imprelig numeric
@attribute from {Chicago,Texas,Miami,'New York',California,'Washington DC',Michigan,Israel,Italy,Philadelphia,Brooklyn,Florida,China,'San Francisco',India,Maryland,Taiwan}
@attribute income numeric
@attribute goal {1,2,3,4,5,6}
@attribute date {1,2,3,4,5,6,7}
@attribute go_out {1,2,3,4,5}
@attribute career {Lawyer,Entrepreneur,'Humanitarian Affairs','Creative Arts',Research,Undecided,'Real Estate ',Doctor,'Psychologist ','Social Work',Architecture,Politics,Other,'Engineer '}
@attribute sports numeric
@attribute tvsports numeric
@attribute exercise numeric
@attribute dining numeric
@attribute museums numeric
@attribute art numeric
@attribute hiking numeric
@attribute gaming numeric
@attribute clubbing numeric
@attribute reading numeric
@attribute tv numeric
@attribute theater numeric
@attribute movies numeric
@attribute concerts numeric
@attribute music numeric
@attribute shopping numeric
@attribute yoga numeric
@attribute exphappy numeric
@attribute attr1_1 numeric
@attribute sinc1_1 numeric
@attribute intel1_1 numeric
@attribute fun1_1 numeric
@attribute amb1_1 numeric
@attribute shar1_1 numeric
@attribute attr2_1 numeric
@attribute sinc2_1 numeric
@attribute intel2_1 numeric
@attribute fun2_1 numeric
@attribute amb2_1 numeric
@attribute shar2_1 numeric
@attribute attr3_1 numeric
@attribute sinc3_1 numeric
@attribute fun3_1 numeric
@attribute intel3_1 numeric
@attribute amb3_1 numeric
@attribute length numeric
@attribute match {0,1}

@data
0,2,14,18,12,18,0.06,0,23,4,25,20,20,20,5,10,8,8,7,7,7,8,29,6,6,6,Taiwan,?,2,4,3,'Creative Arts',8,5,10,10,10,10,8,4,5,5,8,9,9,10,10,7,7,9,20,20,20,10,10,20,20,20,15,10,15,20,9,10,9,9,8,1,1
0,2,14,18,12,2,0.05,0,27,3,25,25,25,15,10,0,7,9,9,8,8,7,29,6,6,6,Taiwan,?,2,4,3,'Creative Arts',8,5,10,10,10,10,8,4,5,5,8,9,9,10,10,7,7,9,20,20,20,10,10,20,20,20,15,10,15,20,9,10,9,9,8,1,1
0,2,14,18,12,16,0.38,0,30,2,31.58,10.53,15.79,21.05,10.53,10.53,4,6,7,4,6,4,29,6,6,6,Taiwan,?,2,4,3,'Creative Arts',8,5,10,10,10,10,8,4,5,5,8,9,9,10,10,7,7,9,20,20,20,10,10,20,20,20,15,10,15,20,9,10,9,9,8,1,0
0,2,14,18,12,1,0.2,0,27,2,14,18,17,16,15,20,6,8,7,6,5,5,29,6,6,6,Taiwan,?,2,4,3,'Creative Arts',8,5,10,10,10,10,8,4,5,5,8,9,9,10,10,7,7,9,20,20,20,10,10,20,20,20,15,10,15,20,9,10,9,9,8,1,0
0,2,14,18,12,12,0.08,0,27,2,30,15,20,25,5,5,4,4,4,3,5,4,29,6,6,6,Taiwan,?,2,4,3,'Creative Arts',8,5,10,10,10,10,8,4,5,5,8,9,9,10,10,7,7,9,20,20,20,10,10,20,20,20,15,10,15,20,9,10,9,9,8,1,0
0,2,14,18,12,14,0.3,0,25,2,17,18,28,27,5,5,7,10,9,6,6,3,29,6,6,6,Taiwan,?,2,4,3,'Creative Arts',8,5,10,10,10,10,8,4,5,5,8,9,9,10,10,7,7,9,20,20,20,10,10,20,20,20,15,10,15,20,9,10,9,9,8,1,1
0,2,14,18,12,8,0.16,0,28,2,50,10,10,10,10,10,3,8,7,1,5,1,29,6,6,6,Taiwan,?,2,4,3,'Creative Arts',8,5,10,10,10,10,8,4,5,5,8,9,9,10,10,7,7,9,20,20,20,10,10,20,20,20,15,10,15,20,9,10,9,9,8,1,0
0,2,14,18,12,11,0.27,0,27,2,40,0,10,50,0,0,6,8,8,3,3,2,29,6,6,6,Taiwan,?,2,4,3,'Creative Arts',8,5,10,10,10,10,8,4,5,5,8,9,9,10,10,7,7,9,20,20,20,10,10,20,20,20,15,10,15,20,9,10,9,9,8,1,0
0,2,14,18,12,6,0.4,0,27,2,30,15,15,20,5,15,6,9,8,4,4,4,29,6,6,6,Taiwan,?,2,4,3,'Creative Arts',8,5,10,10,10,10,8,4,5,5,8,9,9,10,10,7,7,9,20,20,20,10,10,20,20,20,15,10,15,20,9,10,9,9,8,1,0
0,2,14,18,12,7,-0.01,0,29,3,75,5,5,10,0,5,6,9,9,8,7,8,29,6,6,6,Taiwan,?,2,4,3,'Creative Arts',8,5,10,10,10,10,8,4,5,5,8,9,9,10,10,7,7,9,20,20,20,10,10,20,20,20,15,10,15,20,9,10,9,9,8,1,0
0,2,14,18,12,17,0.43,0,30,4,50,10,10,10,5,15,7,6,5,5,5,6,29,6,6,6,Taiwan,?,2,4,3,'Creative Arts',8,5,10,10,10,10,8,4,5,5,8,9,9,10,10,7,7,9,20,20,20,10,10,20,20,20,15,10,15,20,9,10,9,9,8,1,0
0,2,14,18,12,13,-0.06,0,27,2,30,20,15,15,8,12,5,5,4,4,4,3,29,6,6,6,Taiwan,?,2,4,3,'Creative Arts',8,5,10,10,10,10,8,4,5,5,8,9,9,10,10,7,7,9,20,20,20,10,10,20,20,20,15,10,15,20,9,10,9,9,8,1,0
0,2,14,18,12,15,0.36,0,25,4,30,10,15,20,15,10,5,9,8,6,5,5,29,6,6,6,Taiwan,?,2,4,3,'Creative Arts',8,5,10,10,10,10,8,4,5,5,8,9,9,10,10,7,7,9,20,20,20,10,10,20,20,20,15,10,15,20,9,10,9,9,8,1,0
0,2,14,18,12,4,-0.34,0,26,4,25,20,10,20,15,10,6,8,6,5,6,2,29,6,6,6,Taiwan,?,2,4,3,'Creative Arts',8,5,10,10,10,10,8,4,5,5,8,9,9,10,10,7,7,9,20,20,20,10,10,20,20,20,15,10,15,20,9,10,9,9,8,1,0
0,2,14,18,12,5,0.16,0,29,2,25,15,20,20,10,10,7,9,7,6,5,5,29,6,6,6,Taiwan,?,2,4,3,'Creative Arts',8,5,10,10,10,10,8,4,5,5,8,9,9,10,10,7,7,9,20,20,20,10,10,20,20,20,15,10,15,20,9,10,9,9,8,1,0
0,2,14,18,13,10,0.53,0,34,2,30,20,30,5,5,10,4,9,4,3,3,3,25,4,7,7,Taiwan,?,1,2,1,Research,3,4,5,8,9,9,8,8,5,6,4,9,9,8,9,8,5,5,15,10,25,25,10,15,18,18,19,19,18,18,6,6,6,6,6,?,0
0,2,14,18,13,4,0.31,0,30,2,20.51,14.53,24.79,17.09,5.98,17.09,6,8,8,6,6,6,25,4,7,7,Taiwan,?,1,2,1,Research,3,4,5,8,9,9,8,8,5,6,4,9,9,8,9,8,5,5,15,10,25,25,10,15,18,18,19,19,18,18,6,6,6,6,6,?,0
0,2,14,18,13,1,0.2,1,23,4,25,20,20,20,5,10,5,7,6,5,6,4,25,4,7,7,Taiwan,?,1,2,1,Research,3,4,5,8,9,9,8,8,5,6,4,9,9,8,9,8,5,5,15,10,25,25,10,15,18,18,19,19,18,18,6,6,6,6,6,?,0
0,2,14,18,13,3,-0.29,0,27,3,25,25,25,15,10,0,5,8,7,6,6,4,25,4,7,7,Taiwan,?,1,2,1,Research,3,4,5,8,9,9,8,8,5,6,4,9,9,8,9,8,5,5,15,10,25,25,10,15,18,18,19,19,18,18,6,6,6,6,6,?,0
0,2,14,18,13,17,0.53,0,30,2,31.58,10.53,15.79,21.05,10.53,10.53,4,6,7,5,7,4,25,4,7,7,Taiwan,?,1,2,1,Research,3,4,5,8,9,9,8,8,5,6,4,9,9,8,9,8,5,5,15,10,25,25,10,15,18,18,19,19,18,18,6,6,6,6,6,?,0
0,2,14,18,13,2,0.56,0,27,2,14,18,17,16,15,20,4,7,6,4,3,2,25,4,7,7,Taiwan,?,1,2,1,Research,3,4,5,8,9,9,8,8,5,6,4,9,9,8,9,8,5,5,15,10,25,25,10,15,18,18,19,19,18,18,6,6,6,6,6,?,0
0,2,14,18,13,15,0.42,0,25,2,17,18,28,27,5,5,6,10,9,5,5,6,25,4,7,7,Taiwan,?,1,2,1,Research,3,4,5,8,9,9,8,8,5,6,4,9,9,8,9,8,5,5,15,10,25,25,10,15,18,18,19,19,18,18,6,6,6,6,6,?,1
0,2,14,18,13,9,-0.27,0,28,2,50,10,10,10,10,10,5,9,5,5,6,2,25,4,7,7,Taiwan,?,1,2,1,Research,3,4,5,8,9,9,8,8,5,6,4,9,9,8,9,8,5,5,15,10,25,25,10,15,18,18,19,19,18,18,6,6,6,6,6,?,0
0,2,14,18,13,12,-0.32,0,27,2,40,0,10,50,0,0,4,9,9,2,9,2,25,4,7,7,Taiwan,?,1,2,1,Research,3,4,5,8,9,9,8,8,5,6,4,9,9,8,9,8,5,5,15,10,25,25,10,15,18,18,19,19,18,18,6,6,6,6,6,?,0
0,2,14,18,13,7,-0.06,0,27,2,30,15,15,20,5,15,5,9,8,4,4,4,25,4,7,7,Taiwan,?,1,2,1,Research,3,4,5,8,9,9,8,8,5,6,4,9,9,8,9,8,5,5,15,10,25,25,10,15,18,18,19,19,18,18,6,6,6,6,6,?,0
0,2,14,18,13,8,-0.06,0,29,3,75,5,5,10,0,5,6,6,6,7,4,0,25,4,7,7,Taiwan,?,1,2,1,Research,3,4,5,8,9,9,8,8,5,6,4,9,9,8,9,8,5,5,15,10,25,25,10,15,18,18,19,19,18,18,6,6,6,6,6,?,0
0,2,14,18,13,18,-0.08,1,30,4,50,10,10,10,5,15,5,5,6,4,6,5,25,4,7,7,Taiwan,?,1,2,1,Research,3,4,5,8,9,9,8,8,5,6,4,9,9,8,9,8,5,5,15,10,25,25,10,15,18,18,19,19,18,18,6,6,6,6,6,?,0
0,2,14,18,13,14,-0.52,0,27,2,30,20,15,15,8,12,2,4,4,2,3,2,25,4,7,7,Taiwan,?,1,2,1,Research,3,4,5,8,9,9,8,8,5,6,4,9,9,8,9,8,5,5,15,10,25,25,10,15,18,18,19,19,18,18,6,6,6,6,6,?,0
0,2,14,18,13,16,0.5,1,25,4,30,10,15,20,15,10,5,9,8,5,5,4,25,4,7,7,Taiwan,?,1,2,1,Research,3,4,5,8,9,9,8,8,5,6,4,9,9,8,9,8,5,5,15,10,25,25,10,15,18,18,19,19,18,18,6,6,6,6,6,?,0
0,2,14,18,13,5,-0.46,1,26,4,25,20,10,20,15,10,6,9,9,6,7,4,25,4,7,7,Taiwan,?,1,2,1,Research,3,4,5,8,9,9,8,8,5,6,4,9,9,8,9,8,5,5,15,10,25,25,10,15,18,18,19,19,18,18,6,6,6,6,6,?,0
0,2,14,18,13,6,-0.37,0,29,2,25,15,20,20,10,10,7,10,6,8,5,5,25,4,7,7,Taiwan,?,1,2,1,Research,3,4,5,8,9,9,8,8,5,6,4,9,9,8,9,8,5,5,15,10,25,25,10,15,18,18,19,19,18,18,6,6,6,6,6,?,0
0,2,14,18,15,11,0.44,1,34,2,30,20,30,5,5,10,9.5,9,9.5,7,7,7,26,2,1,5,California,27503,2,6,3,'Humanitarian Affairs',2,1,1,7,2,2,6,8,1,10,3,7,8,8,8,1,4,2,9,17,23,15,14,22,25,7,8,25,10,25,7,10,2,9,8,1,0
0,2,14,18,15,2,0.19,0,23,4,25,20,20,20,5,10,7,6,8,6,8,6,26,2,1,5,California,27503,2,6,3,'Humanitarian Affairs',2,1,1,7,2,2,6,8,1,10,3,7,8,8,8,1,4,2,9,17,23,15,14,22,25,7,8,25,10,25,7,10,2,9,8,1,0
0,2,14,18,15,3,0.34,1,27,2,14,18,17,16,15,20,7,7,8,8,6,7,26,2,1,5,California,27503,2,6,3,'Humanitarian Affairs',2,1,1,7,2,2,6,8,1,10,3,7,8,8,8,1,4,2,9,17,23,15,14,22,25,7,8,25,10,25,7,10,2,9,8,1,1
0,2,14,18,15,14,-0.38,1,27,2,30,15,20,25,5,5,5,8,8,6,6,7,26,2,1,5,California,27503,2,6,3,'Humanitarian Affairs',2,1,1,7,2,2,6,8,1,10,3,7,8,8,8,1,4,2,9,17,23,15,14,22,25,7,8,25,10,25,7,10,2,9,8,1,0
0,2,14,18,15,8,0.04,1,27,2,30,15,15,20,5,15,2,2,6,1,6,0,26,2,1,5,California,27503,2,6,3,'Humanitarian Affairs',2,1,1,7,2,2,6,8,1,10,3,7,8,8,8,1,4,2,9,17,23,15,14,22,25,7,8,25,10,25,7,10,2,9,8,1,0
0,2,14,18,15,1,-0.07,0,30,4,50,10,10,10,5,15,5,7,5,5,4,3,26,2,1,5,California,27503,2,6,3,'Humanitarian Affairs',2,1,1,7,2,2,6,8,1,10,3,7,8,8,8,1,4,2,9,17,23,15,14,22,25,7,8,25,10,25,7,10,2,9,8,1,0
0,2,14,18,15,15,-0.38,1,27,2,30,20,15,15,8,12,2,4,3,1,3,1,26,2,1,5,California,27503,2,6,3,'Humanitarian Affairs',2,1,1,7,2,2,6,8,1,10,3,7,8,8,8,1,4,2,9,17,23,15,14,22,25,7,8,25,10,25,7,10,2,9,8,1,0
1,2,14,20,5,15,-0.21,0,23,4,20,20,20,20,20,0,6,10,8,8,8,4,27,3,6,2,Miami,?,3,4,2,Entrepreneur,9,7,9,9,4,3,3,5,1,9,5,4,7,5,6,8,1,6,25,25,25,15,10,0,25,10,25,20,15,5,8,8,8,9,9,1,0
1,2,14,20,2,12,0,1,33,3,40,15,25,5,15,0,5,6,7,6,7,0,27,3,6,2,Miami,?,3,4,2,Entrepreneur,9,7,9,9,4,3,3,5,1,9,5,4,7,5,6,8,1,6,25,25,25,15,10,0,25,10,25,20,15,5,8,8,8,9,9,1,0
1,2,14,20,8,18,-0.04,0,32,2,5,25,20,10,15,25,5,8,7,6,7,5,27,3,6,2,Miami,?,3,4,2,Entrepreneur,9,7,9,9,4,3,3,5,1,9,5,4,7,5,6,8,1,6,25,25,25,15,10,0,25,10,25,20,15,5,8,8,8,9,9,1,0
1,2,14,20,9,19,-0.04,1,26,3,15,15,15,20,20,15,9,9,9,9,7,7,27,3,6,2,Miami,?,3,4,2,Entrepreneur,9,7,9,9,4,3,3,5,1,9,5,4,7,5,6,8,1,6,25,25,25,15,10,0,25,10,25,20,15,5,8,8,8,9,9,1,1
1,2,14,20,17,7,0.18,0,24,2,10,20,27,23,15,5,6,8,8,10,9,6,27,3,6,2,Miami,?,3,4,2,Entrepreneur,9,7,9,9,4,3,3,5,1,9,5,4,7,5,6,8,1,6,25,25,25,15,10,0,25,10,25,20,15,5,8,8,8,9,9,1,1
1,2,14,20,14,4,0.09,0,26,1,30,5,10,20,30,5,7,10,9,7,7,5,27,3,6,2,Miami,?,3,4,2,Entrepreneur,9,7,9,9,4,3,3,5,1,9,5,4,7,5,6,8,1,6,25,25,25,15,10,0,25,10,25,20,15,5,8,8,8,9,9,1,0
1,2,14,20,16,6,-0.14,0,21,4,15,25,15,15,15,15,9,8,9,9,8,7,27,3,6,2,Miami,?,3,4,2,Entrepreneur,9,7,9,9,4,3,3,5,1,9,5,4,7,5,6,8,1,6,25,25,25,15,10,0,25,10,25,20,15,5,8,8,8,9,9,1,0
1,2,14,20,7,17,-0.01,0,33,2,25,20,10,20,20,5,5,6,8,7,8,6,27,3,6,2,Miami,?,3,4,2,Entrepreneur,9,7,9,9,4,3,3,5,1,9,5,4,7,5,6,8,1,6,25,25,25,15,10,0,25,10,25,20,15,5,8,8,8,9,9,1,0
1,2,14,20,3,13,0.08,0,31,2,12,25,25,8,15,15,5,8,6,6,5,7,27,3,6,2,Miami,?,3,4,2,Entrepreneur,9,7,9,9,4,3,3,5,1,9,5,4,7,5,6,8,1,6,25,25,25,15,10,0,25,10,25,20,15,5,8,8,8,9,9,1,0
1,2,14,20,11,1,0.04,0,35,4,15,15,30,15,15,10,8,8,8,8,8,8,27,3,6,2,Miami,?,3,4,2,Entrepreneur,9,7,9,9,4,3,3,5,1,9,5,4,7,5,6,8,1,6,25,25,25,15,10,0,25,10,25,20,15,5,8,8,8,9,9,1,1
1,2,14,20,12,2,0.05,0,29,6,20,20,20,10,10,20,8,9,8,8,6,9,27,3,6,2,Miami,?,3,4,2,Entrepreneur,9,7,9,9,4,3,3,5,1,9,5,4,7,5,6,8,1,6,25,25,25,15,10,0,25,10,25,20,15,5,8,8,8,9,9,1,1
1,2,14,20,13,3,-0.29,0,25,4,15,10,25,25,10,15,6,7,8,8,6,7,27,3,6,2,Miami,?,3,4,2,Entrepreneur,9,7,9,9,4,3,3,5,1,9,5,4,7,5,6,8,1,6,25,25,25,15,10,0,25,10,25,20,15,5,8,8,8,9,9,1,0
1,2,14,20,4,14,0.45,0,27,2,15,25,20,20,0,20,7,6,7,6,6,5,27,3,6,2,Miami,?,3,4,2,Entrepreneur,9,7,9,9,4,3,3,5,1,9,5,4,7,5,6,8,1,6,25,25,25,15,10,0,25,10,25,20,15,5,8,8,8,9,9,1,0
1,2,14,20,6,16,-0.02,0,27,4,15,20,20,20,20,5,6,8,6,7,6,6,27,3,6,2,Miami,?,3,4,2,Entrepreneur,9,7,9,9,4,3,3,5,1,9,5,4,7,5,6,8,1,6,25,25,25,15,10,0,25,10,25,20,15,5,8,8,8,9,9,1,0
1,2,14,20,18,8,0.37,0,26,4,20,10,25,25,10,10,6,7,7,7,7,7,27,3,6,2,Miami,?,3,4,2,Entrepreneur,9,7,9,9,4,3,3,5,1,9,5,4,7,5,6,8,1,6,25,25,25,15,10,0,25,10,25,20,15,5,8,8,8,9,9,1,0
1,2,14,20,1,11,0.33,0,24,6,20,30,10,10,10,20,6,8,7,7,8,5,27,3,6,2,Miami,?,3,4,2,Entrepreneur,9,7,9,9,4,3,3,5,1,9,5,4,7,5,6,8,1,6,25,25,25,15,10,0,25,10,25,20,15,5,8,8,8,9,9,1,1
1,2,14,20,5,1,-0.14,0,23,4,20,20,20,20,20,0,8,8,8,8,8,5,28,2,7,4,'New York',55704,3,4,1,Entrepreneur,7,8,7,7,6,6,3,1,6,7,2,2,2,5,9,4,1,7,50,10,10,10,10,10,30,10,20,10,20,10,8,6,9,9,9,3,0
1,2,14,20,2,18,-0.07,0,33,3,40,15,25,5,15,0,8,8,9,8,7,8,28,2,7,4,'New York',55704,3,4,1,Entrepreneur,7,8,7,7,6,6,3,1,6,7,2,2,2,5,9,4,1,7,50,10,10,10,10,10,30,10,20,10,20,10,8,6,9,9,9,3,0
1,2,14,20,8,4,0.06,1,32,2,5,25,20,10,15,25,7,7,7,7,8,6,28,2,7,4,'New York',55704,3,4,1,Entrepreneur,7,8,7,7,6,6,3,1,6,7,2,2,2,5,9,4,1,7,50,10,10,10,10,10,30,10,20,10,20,10,8,6,9,9,9,3,0
1,2,14,20,9,5,0.22,0,26,3,15,15,15,20,20,15,9,8,8,7,9,9,28,2,7,4,'New York',55704,3,4,1,Entrepreneur,7,8,7,7,6,6,3,1,6,7,2,2,2,5,9,4,1,7,50,10,10,10,10,10,30,10,20,10,20,10,8,6,9,9,9,3,0
1,2,14,20,17,13,0.19,1,24,2,10,20,27,23,15,5,10,9,10,8,8,5,28,2,7,4,'New York',55704,3,4,1,Entrepreneur,7,8,7,7,6,6,3,1,6,7,2,2,2,5,9,4,1,7,50,10,10,10,10,10,30,10,20,10,20,10,8,6,9,9,9,3,0
1,2,14,20,14,10,0.02,0,26,1,30,5,10,20,30,5,8,8,8,7,7,8,28,2,7,4,'New York',55704,3,4,1,Entrepreneur,7,8,7,7,6,6,3,1,6,7,2,2,2,5,9,4,1,7,50,10,10,10,10,10,30,10,20,10,20,10,8,6,9,9,9,3,0
1,2,14,20,16,12,0.13,0,21,4,15,25,15,15,15,15,9,9,10,9,10,6,28,2,7,4,'New York',55704,3,4,1,Entrepreneur,7,8,7,7,6,6,3,1,6,7,2,2,2,5,9,4,1,7,50,10,10,10,10,10,30,10,20,10,20,10,8,6,9,9,9,3,0
1,2,14,20,7,3,0.24,1,33,2,25,20,10,20,20,5,8,6,7,6,6,6,28,2,7,4,'New York',55704,3,4,1,Entrepreneur,7,8,7,7,6,6,3,1,6,7,2,2,2,5,9,4,1,7,50,10,10,10,10,10,30,10,20,10,20,10,8,6,9,9,9,3,0
1,2,14,20,3,19,-0.09,1,31,2,12,25,25,8,15,15,8,8,8,8,8,7,28,2,7,4,'New York',55704,3,4,1,Entrepreneur,7,8,7,7,6,6,3,1,6,7,2,2,2,5,9,4,1,7,50,10,10,10,10,10,30,10,20,10,20,10,8,6,9,9,9,3,0
1,2,14,20,11,7,0.15,0,35,4,15,15,30,15,15,10,9,8,8,7,7,9,28,2,7,4,'New York',55704,3,4,1,Entrepreneur,7,8,7,7,6,6,3,1,6,7,2,2,2,5,9,4,1,7,50,10,10,10,10,10,30,10,20,10,20,10,8,6,9,9,9,3,0
1,2,14,20,12,8,0.16,0,29,6,20,20,20,10,10,20,9,7,8,8,7,8,28,2,7,4,'New York',55704,3,4,1,Entrepreneur,7,8,7,7,6,6,3,1,6,7,2,2,2,5,9,4,1,7,50,10,10,10,10,10,30,10,20,10,20,10,8,6,9,9,9,3,0
1,2,14,20,18,14,0.14,0,26,4,20,10,25,25,10,10,7,7,8,7,7,6,28,2,7,4,'New York',55704,3,4,1,Entrepreneur,7,8,7,7,6,6,3,1,6,7,2,2,2,5,9,4,1,7,50,10,10,10,10,10,30,10,20,10,20,10,8,6,9,9,9,3,0
1,2,14,20,5,4,-0.23,0,23,4,20,20,20,20,20,0,6,5,6,5,6,5,27,2,3,1,Chicago,69487,5,7,1,'Humanitarian Affairs',10,7,7,3,3,3,3,3,3,4,5,3,6,10,10,1,7,6,40,0,10,50,0,0,15,15,15,15,20,20,10,8,10,10,10,3,1
1,2,14,20,9,8,0.33,0,26,3,15,15,15,20,20,15,9,8,8,8,8,8,27,2,3,1,Chicago,69487,5,7,1,'Humanitarian Affairs',10,7,7,3,3,3,3,3,3,4,5,3,6,10,10,1,7,6,40,0,10,50,0,0,15,15,15,15,20,20,10,8,10,10,10,3,0
1,2,14,20,17,16,0.23,1,24,2,10,20,27,23,15,5,8,10,8,7,7,6,27,2,3,1,Chicago,69487,5,7,1,'Humanitarian Affairs',10,7,7,3,3,3,3,3,3,4,5,3,6,10,10,1,7,6,40,0,10,50,0,0,15,15,15,15,20,20,10,8,10,10,10,3,0
1,2,14,20,16,15,-0.38,0,21,4,15,25,15,15,15,15,10,9,9,8,8,5,27,2,3,1,Chicago,69487,5,7,1,'Humanitarian Affairs',10,7,7,3,3,3,3,3,3,4,5,3,6,10,10,1,7,6,40,0,10,50,0,0,15,15,15,15,20,20,10,8,10,10,10,3,0
1,2,14,20,3,2,0.22,1,31,2,12,25,25,8,15,15,8,7,7,7,5,5,27,2,3,1,Chicago,69487,5,7,1,'Humanitarian Affairs',10,7,7,3,3,3,3,3,3,4,5,3,6,10,10,1,7,6,40,0,10,50,0,0,15,15,15,15,20,20,10,8,10,10,10,3,0
1,2,14,20,12,11,0.27,0,29,6,20,20,20,10,10,20,8,6,8,7,8,7,27,2,3,1,Chicago,69487,5,7,1,'Humanitarian Affairs',10,7,7,3,3,3,3,3,3,4,5,3,6,10,10,1,7,6,40,0,10,50,0,0,15,15,15,15,20,20,10,8,10,10,10,3,0
1,2,14,20,13,12,-0.32,0,25,4,15,10,25,25,10,15,7,7,7,7,7,7,27,2,3,1,Chicago,69487,5,7,1,'Humanitarian Affairs',10,7,7,3,3,3,3,3,3,4,5,3,6,10,10,1,7,6,40,0,10,50,0,0,15,15,15,15,20,20,10,8,10,10,10,3,0
1,2,14,20,19,18,0.43,1,22,2,20,10,20,20,20,10,9,10,10,10,10,9,27,2,3,1,Chicago,69487,5,7,1,'Humanitarian Affairs',10,7,7,3,3,3,3,3,3,4,5,3,6,10,10,1,7,6,40,0,10,50,0,0,15,15,15,15,20,20,10,8,10,10,10,3,1
1,2,14,20,4,3,0.51,1,27,2,15,25,20,20,0,20,7,6,7,5,6,5,27,2,3,1,Chicago,69487,5,7,1,'Humanitarian Affairs',10,7,7,3,3,3,3,3,3,4,5,3,6,10,10,1,7,6,40,0,10,50,0,0,15,15,15,15,20,20,10,8,10,10,10,3,0
1,2,14,20,6,5,-0.34,0,27,4,15,20,20,20,20,5,6,7,7,6,7,6,27,2,3,1,Chicago,69487,5,7,1,'Humanitarian Affairs',10,7,7,3,3,3,3,3,3,4,5,3,6,10,10,1,7,6,40,0,10,50,0,0,15,15,15,15,20,20,10,8,10,10,10,3,0
1,2,14,20,18,17,-0.19,0,26,4,20,10,25,25,10,10,7,7,7,7,7,8,27,2,3,1,Chicago,69487,5,7,1,'Humanitarian Affairs',10,7,7,3,3,3,3,3,3,4,5,3,6,10,10,1,7,6,40,0,10,50,0,0,15,15,15,15,20,20,10,8,10,10,10,3,0
1,2,14,20,1,20,0.37,0,24,6,20,30,10,10,10,20,8,7,6,6,6,7,27,2,3,1,Chicago,69487,5,7,1,'Humanitarian Affairs',10,7,7,3,3,3,3,3,3,4,5,3,6,10,10,1,7,6,40,0,10,50,0,0,15,15,15,15,20,20,10,8,10,10,10,3,1
1,2,14,20,5,17,-0.23,1,23,4,20,20,20,20,20,0,6,6,6,6,6,6,26,4,3,2,'New York',?,1,5,1,Entrepreneur,7,9,6,6,3,3,1,7,8,6,8,5,8,7,8,6,2,6,25,20,10,20,15,10,20,25,20,20,10,5,7,8,8,7,7,3,0
1,2,14,20,9,1,0.3,0,26,3,15,15,15,20,20,15,6,7,7,7,6,8,26,4,3,2,'New York',?,1,5,1,Entrepreneur,7,9,6,6,3,3,1,7,8,6,8,5,8,7,8,6,2,6,25,20,10,20,15,10,20,25,20,20,10,5,7,8,8,7,7,3,1
1,2,14,20,17,9,0.2,0,24,2,10,20,27,23,15,5,5,10,8,5,10,5,26,4,3,2,'New York',?,1,5,1,Entrepreneur,7,9,6,6,3,3,1,7,8,6,8,5,8,7,8,6,2,6,25,20,10,20,15,10,20,25,20,20,10,5,7,8,8,7,7,3,0
1,2,14,20,14,6,0.25,0,26,1,30,5,10,20,30,5,8,4,7,5,6,5,26,4,3,2,'New York',?,1,5,1,Entrepreneur,7,9,6,6,3,3,1,7,8,6,8,5,8,7,8,6,2,6,25,20,10,20,15,10,20,25,20,20,10,5,7,8,8,7,7,3,0
1,2,14,20,16,8,-0.07,1,21,4,15,25,15,15,15,15,8,8,8,8,8,7,26,4,3,2,'New York',?,1,5,1,Entrepreneur,7,9,6,6,3,3,1,7,8,6,8,5,8,7,8,6,2,6,25,20,10,20,15,10,20,25,20,20,10,5,7,8,8,7,7,3,0
1,2,14,20,3,15,-0.21,0,31,2,12,25,25,8,15,15,5,5,6,4,6,3,26,4,3,2,'New York',?,1,5,1,Entrepreneur,7,9,6,6,3,3,1,7,8,6,8,5,8,7,8,6,2,6,25,20,10,20,15,10,20,25,20,20,10,5,7,8,8,7,7,3,0
